doy,airtemp,humidity,rainfall
224,26.127999999999997,0.8209299999999999,5.086
225,25.630000000000003,0.8425199999999999,5.1525
226,25.898000000000003,0.832365,5.3935
227,26.154500000000002,0.8254049999999999,4.4765
228,25.988999999999997,0.83938,5.397
229,25.853500000000004,0.834455,4.2475000000000005
230,26.0265,0.819035,5.407
231,25.966,0.8347150000000001,5.6865000000000006
232,26.1025,0.831795,6.0920000000000005
233,25.889999999999997,0.8415250000000001,5.6295
234,25.833499999999997,0.8437250000000001,8.227500000000001
235,25.925,0.839135,6.0715
236,25.938,0.837735,5.799
237,25.959000000000003,0.82759,5.1155
238,25.8385,0.83607,6.1049999999999995
239,26.0945,0.8292999999999999,5.3515
240,25.953500000000002,0.8388300000000001,5.6455
241,25.755000000000003,0.8461150000000001,6.8165000000000004
242,25.815499999999997,0.84051,5.91
243,25.902499999999996,0.840765,6.664499999999999
244,25.6145,0.8537600000000001,6.937
245,25.851,0.837025,5.2545
246,25.897000000000002,0.843995,8.2235
247,25.874000000000002,0.84484,6.271
248,26.055500000000002,0.8325750000000001,6.0905000000000005
249,25.488999999999997,0.8621899999999999,9.001999999999999
250,25.541,0.856935,7.0625
251,26.051,0.830265,8.578
252,26.165,0.829335,6.9719999999999995
253,26.129,0.834095,6.5760000000000005
254,26.284,0.825985,7.397499999999999
255,26.175,0.8369,6.1955
256,26.0765,0.84136,5.825
257,26.003500000000003,0.84612,5.9445
258,26.187,0.830985,7.428
259,26.1455,0.83325,6.4345
260,26.2125,0.832805,6.1165
261,26.242,0.8370700000000001,6.8785
262,26.113999999999997,0.840475,7.779999999999999
263,26.220999999999997,0.840355,7.376
264,26.1255,0.8451899999999999,7.128
265,26.277499999999996,0.83184,6.657500000000001
266,26.238999999999997,0.8372049999999999,8.122499999999999
267,26.1305,0.842935,6.968999999999999
268,26.1955,0.8350750000000001,6.5065
269,26.362000000000002,0.831875,5.3420000000000005
270,26.249000000000002,0.8366,5.9655000000000005
271,26.196499999999997,0.8444849999999999,5.111
272,26.1875,0.8349199999999999,4.5095
273,26.615,0.816015,4.962
274,26.363,0.8386499999999999,6.208
275,26.2695,0.8390549999999999,6.3325000000000005
276,26.564,0.8259799999999999,5.4635
277,26.5945,0.825615,5.4955
278,26.401,0.83417,4.58
279,26.5805,0.82015,5.317
280,26.502,0.834765,6.101
281,26.3765,0.837415,4.7725
282,26.331,0.8402000000000001,5.3515
283,26.430500000000002,0.8360299999999999,5.313
284,26.463,0.830875,3.9125
285,26.625999999999998,0.8244450000000001,4.9285
286,26.536,0.825845,4.7090000000000005
287,26.777499999999996,0.814875,3.819
288,26.9175,0.8076000000000001,4.3445
289,26.883999999999997,0.8134950000000001,4.0765
290,27.0165,0.800175,3.604
