x,u5_pfpr
0.1,0.20195753293638
0.25,0.2952446032117
0.75,0.49384805532294
1.25,0.5591105743638
1.75,0.61467667519742
2.25,0.65963015373288
2.75,0.64602624947272
3.0,0.6553216709513799
3.5,0.66164996367124
5.0,0.6496058715077401
8.0,0.759967327657
12.0,0.7914531406090599
20.0,0.82162111656248
