day,30-day Avg Infection Duration,Adult Vectors,Air Temperature,Avg Num Infections,Births,Blood Smear Gametocyte Prevalence,Blood Smear Parasite Prevalence,Campaign Cost,Daily Bites per Human,Daily EIR,Disease Deaths,Fever Prevalence,Human Infectious Reservoir,Infected,Infectious Vectors,Land Temperature,Log Prevalence,Mean Parasitemia,New Clinical Cases,New Infections,New Severe Cases,Newly Symptomatic,PCR Gametocyte Prevalence,PCR Parasite Prevalence,PfHRP2 Prevalence,Rainfall,Relative Humidity,Statistical Population,Symptomatic Population,True Prevalence,Variant Fraction-PfEMP1 Major
356,186.6105041504,23642,24.23049926758,2.952380895615,34,0.5150048136711,0.8209099769592,0,5.57502412796,2.240077495575,0,0.1113262325525,0.0001811886322685,0.9961277842522,0.4914981722832,24.23049926758,-0.001684946357273,1217.245483398,8,13,0,7,0.9351403713226,0.979670882225,0.8615682721138,0.0,0.3331199884415,1033,0,0.9961277842522,0.09299815446138
357,186.3421020508,22163,24.04000091553,2.953352689743,34,0.5125725269318,0.8172147274017,0,4.714700222015,1.988394618034,0,0.1150870397687,0.000182604737347,0.9951643943787,0.4852231144905,24.04000091553,-0.002105170860887,1203.523193359,8,16,0,7,0.9361702203751,0.983559012413,0.8607349991798,0.0,0.3295849859715,1034,0,0.9951643943787,0.09322635829449
358,186.6203155518,20656,23.90699958801,2.94757270813,35,0.5106382966042,0.8123791217804,0,4.489361763,2.066730976105,0,0.1208897456527,0.0001780303864507,0.9951643943787,0.4866866767406,23.90699958801,-0.002105170860887,1251.069946289,8,10,0,5,0.9226305484772,0.9816247820854,0.8597679138184,0.001000000047497,0.3274149894714,1034,0,0.9951643943787,0.09353546053171
359,187.3524169922,19254,23.93950080872,2.942718505859,35,0.5004830956459,0.8115941882133,0,4.483091831207,1.931400895119,0,0.1227053105831,0.00017639802536,0.9951691031456,0.4923652112484,23.93950080872,-0.002103116130456,1236.797607422,12,19,0,6,0.9159420132637,0.9806763529778,0.8521739244461,0.0005000000237487,0.3324350118637,1035,0,0.993236720562,0.09374213963747
360,188.1327362061,17920,23.92650032043,2.942718505859,35,0.5033816695213,0.8164251446724,0,3.908212661743,1.738164186478,0,0.1236714944243,0.0001748505310388,0.9951691031456,0.4966517984867,23.92650032043,-0.002103116130456,1219.319335938,11,11,0,5,0.9294685721397,0.9768115878105,0.8579710125923,0.001000000047497,0.3252899944782,1035,0,0.9942029118538,0.09407170116901
361,188.9239349365,16740,23.92000007629,2.94083404541,35,0.5043478012085,0.7980676293373,0,3.616425275803,1.706280231476,0,0.1120772957802,0.0001725354813971,0.9951691031456,0.4958184063435,23.92000007629,-0.002103116130456,1257.101318359,7,11,1,5,0.9169082045555,0.9787439703941,0.8560386300087,0.0,0.3233850002289,1035,0,0.9942029118538,0.09435979276896
362,190.6975097656,15547,24.15550041199,2.938894271851,35,0.4908212423325,0.7893719673157,0,3.727536201477,1.577777862549,0,0.11980676651,0.0001732758973958,0.9961352944374,0.5006110668182,24.15550041199,-0.001681672059931,1292.842407227,6,7,0,6,0.9236714839935,0.9777777791023,0.8541063070297,0.0,0.3159950077534,1035,0,0.9942029118538,0.09464783966541
363,191.1272735596,14418,24.07049942017,2.934044599533,35,0.5033816695213,0.7922705411911,0,3.107246398926,1.366183519363,0,0.1082125604153,0.0001702940353425,0.9961352944374,0.5105423927307,24.07049942017,-0.001681672059931,1203.97265625,14,11,0,5,0.9342995285988,0.9719806909561,0.8473429679871,0.0,0.3043900132179,1035,0,0.9942029118538,0.09492774307728
364,191.3586273193,13416,23.79299926758,2.934044599533,35,0.5004830956459,0.7864734530449,0,2.832850217819,1.388405799866,0,0.1275362372398,0.0001751814124873,0.9961352944374,0.5119260549545,23.79299926758,-0.001681672059931,1238.276367188,8,11,0,7,0.9178743958473,0.9787439703941,0.8463768362999,0.0,0.29550999403,1035,0,0.9942029118538,0.09523023664951
365,193.593460083,12476,23.60000038147,2.935014486313,35,0.5082125663757,0.7855072617531,0,3.038647413254,1.324637770653,0,0.107246376574,0.0001768440124579,0.9961352944374,0.5113016963005,23.60000038147,-0.001681672059931,1115.593994141,11,11,0,1,0.9314009547234,0.9729468822479,0.840579688549,0.0,0.2765949964523,1035,0,0.9951691031456,0.09545869380236
366,194.1542053223,11554,23.70599937439,2.929194927216,35,0.5004830956459,0.7758454084396,0,2.569082021713,1.146859884262,0,0.1091787442565,0.0001801157195587,0.9961352944374,0.5087415575981,23.70599937439,-0.001681672059931,1173.162841797,4,11,0,8,0.9342995285988,0.9806763529778,0.8347826004028,0.0,0.270359992981,1035,0,0.9951691031456,0.09573499858379
367,194.4312286377,10707,23.90900039673,2.92046546936,35,0.4869565069675,0.7845410704613,0,2.228985309601,1.128502488136,0,0.1004830896854,0.0001777185534593,0.9961352944374,0.514429807663,23.90900039673,-0.001681672059931,998.4839477539,7,4,0,3,0.9381642341614,0.9816424846649,0.8289855122566,0.0,0.2635250091553,1035,0,0.9951691031456,0.09599688649178
368,194.5249481201,9953,23.95149993896,2.921435594559,35,0.496618360281,0.7797101736069,0,2.378743886948,1.090821266174,0,0.1053140088916,0.0001742133172229,0.9961352944374,0.5123078227043,23.95149993896,-0.001681672059931,995.2431030273,6,10,0,6,0.933333337307,0.9816424846649,0.8289855122566,0.0,0.2657949924469,1035,0,0.9961352944374,0.09622534364462
369,194.6879425049,9297,24.1280002594,2.913676023483,35,0.483091801405,0.7681159377098,0,2.070531368256,0.9053139686584,0,0.09855072200298,0.0001717621926218,0.9961352944374,0.5160804390907,24.1280002594,-0.001681672059931,966.8062744141,7,9,0,4,0.9236714839935,0.9845410585403,0.8193236589432,0.0,0.2659449875355,1035,0,0.9961352944374,0.09647368639708
370,194.5523834229,8692,24.18549919128,2.912706136703,36,0.4763284921646,0.7816424965858,0,1.79710149765,0.9236714839935,0,0.09082125872374,0.0001732512464514,0.9961352944374,0.5207086801529,24.18549919128,-0.001681672059931,891.8643188477,5,15,0,10,0.9304347634315,0.9797101616859,0.8231884241104,0.0,0.2636350095272,1035,0,0.9961352944374,0.09672743082047
371,194.1228942871,8041,24.49550056458,2.910766363144,36,0.4681467115879,0.748069524765,0,1.879343628883,0.8822393417358,0,0.08397683501244,0.0001735111291055,0.9951737523079,0.5263026952744,24.49550056458,-0.002101087011397,963.340637207,4,12,0,7,0.9276061654091,0.9816602468491,0.8233590722084,0.0,0.2825999855995,1036,0,0.9942085146904,0.09687133878469
372,193.9853668213,7393,24.64800071716,2.902131795883,36,0.4845559895039,0.7586872577667,0,1.625482678413,0.7606177330017,0,0.08783783763647,0.0001751751406118,0.9951737523079,0.5436223745346,24.64800071716,-0.002101087011397,933.1356201172,11,7,0,3,0.9179536700249,0.9787644743919,0.8185328245163,0.0,0.2834349870682,1036,0,0.9942085146904,0.0971275344491
373,193.8048706055,6869,24.5030002594,2.897286891937,36,0.4700772166252,0.7461389899254,0,1.397683382034,0.7722007632256,0,0.09362934529781,0.0001764424669091,0.9961389899254,0.5484058856964,24.5030002594,-0.001680060871877,942.7729492188,8,14,0,6,0.922779917717,0.9749034643173,0.8204632997513,0.0,0.2566649913788,1036,0,0.9942085146904,0.09740535914898
374,193.4200439453,6363,24.69199943542,2.885658979416,36,0.4681467115879,0.7615830302238,0,1.592664003372,0.7548262476921,0,0.09459459781647,0.0001743468164932,0.9961389899254,0.5539839863777,24.69199943542,-0.001680060871877,912.921081543,9,12,0,5,0.9218146800995,0.9797297120094,0.8166022896767,0.0,0.2548699975014,1036,0,0.9942085146904,0.09764353185892
375,193.9043121338,5876,24.6189994812,2.884689807892,36,0.4768339693546,0.7413127422333,0,1.282818436623,0.6196911334991,0,0.09555984288454,0.0001724347093841,0.9961389899254,0.5662015080452,24.6189994812,-0.001680060871877,945.4722900391,13,13,1,8,0.9372586607933,0.9739382266998,0.8137065768242,0.0,0.2417449951172,1036,0,0.9942085146904,0.09785822033882
376,193.8168945312,5428,24.45700073242,2.880698442459,36,0.4662162065506,0.7490347623825,0,1.093629360199,0.6177606582642,0,0.09362934529781,0.0001696040708339,0.9961389899254,0.5742446780205,24.45700073242,-0.001680060871877,954.285949707,8,12,0,5,0.9343629479408,0.9816602468491,0.8194980621338,0.0,0.2449200004339,1036,0,0.9932432174683,0.09815140068531
377,193.6378936768,5042,24.30550003052,2.885548114777,36,0.4681467115879,0.7538610100746,0,1.19401550293,0.6129344105721,0,0.1023166030645,0.0001684875169303,0.9951737523079,0.5769535899162,24.30550003052,-0.002101087011397,857.1528930664,7,15,0,12,0.9324324131012,0.9749034643173,0.8185328245163,0.0,0.2362750023603,1036,0,0.9932432174683,0.0983841791749
378,193.9364776611,4692,24.35400009155,2.873908758163,36,0.4575289487839,0.7306950092316,0,1.056949853897,0.5279922485352,0,0.1003860980272,0.0001630978513276,0.9951737523079,0.5814151763916,24.35400009155,-0.002101087011397,990.1734008789,6,8,0,3,0.9285714030266,0.9787644743919,0.8137065768242,0.0,0.2267599999905,1036,0,0.9932432174683,0.09863585978746
379,191.8610534668,4362,24.74250030518,2.861299753189,36,0.4488416910172,0.7326254844666,0,0.8706563711166,0.4903475046158,0,0.08687258511782,0.000160549316206,0.9951737523079,0.5841357111931,24.74250030518,-0.002101087011397,902.3433227539,9,10,0,4,0.920849442482,0.9710424542427,0.8098455667496,0.0,0.2317049950361,1036,0,0.9942085146904,0.09884242713451
380,190.9589080811,4088,25.22249984741,2.856450080872,36,0.4353281855583,0.7403475046158,0,0.9527027010918,0.4768339693546,0,0.1071428582072,0.0001564362173667,0.9951737523079,0.586839556694,25.22249984741,-0.002101087011397,910.07421875,5,10,0,5,0.9150578975677,0.9681467413902,0.8030887842178,0.001000000047497,0.2245749980211,1036,0,0.9942085146904,0.09912567585707
381,191.1610717773,3781,25.40699958801,2.854510068893,36,0.4372586905956,0.726833999157,0,0.8146718144417,0.4189189076424,0,0.09073358774185,0.00015260008513,0.9951737523079,0.5940227508545,25.40699958801,-0.002101087011397,889.7298583984,6,17,0,7,0.9333977103233,0.9749034643173,0.7992277741432,0.305999994278,0.2313300073147,1036,0,0.9942085146904,0.09932958334684
382,190.373336792,3534,25.42049980164,2.852427244186,36,0.4391891956329,0.7142857313156,0,0.7191119790077,0.4208494126797,0,0.09555984288454,0.0001503465755377,0.9951737523079,0.6004527211189,25.42049980164,-0.002101087011397,943.1884155273,5,12,1,7,0.920849442482,0.9691119790077,0.7992277741432,0.6620000004768,0.2590849995613,1036,0,0.9942085146904,0.09955239295959
383,190.1541900635,3253,25.55200004578,2.843689203262,36,0.4324324429035,0.7364864945412,0,0.7828184962273,0.4391891956329,0,0.07722007483244,0.0001470027782489,0.9942085146904,0.6031355857849,25.55200004578,-0.002522521652281,797.6114501953,2,13,0,6,0.922779917717,0.9729729890823,0.8021235466003,0.04450000077486,0.2513000071049,1036,0,0.9942085146904,0.09979055076838
384,189.5086975098,3016,25.53100013733,2.8407766819,36,0.4266409277916,0.7297297120094,0,0.726833999157,0.3880308866501,0,0.08880309015512,0.0001499204809079,0.9942085146904,0.6110742688179,25.53100013733,-0.002522521652281,787.026550293,6,11,0,9,0.9333977103233,0.9671814441681,0.7992277741432,0.09650000184774,0.2470050007105,1036,0,0.9942085146904,0.09999621659517
385,189.4774169922,2811,25.57399940491,2.839805841446,36,0.4343629479408,0.726833999157,0,0.555984556675,0.3310810923576,0,0.06949806958437,0.0001479850907344,0.9942085146904,0.6189967989922,25.57399940491,-0.002522521652281,750.13671875,6,17,0,9,0.9189189076424,0.9700772166252,0.7886100411415,0.002499999944121,0.2459000051022,1036,0,0.9932432174683,0.1002136319876
386,190.1533508301,2601,25.61949920654,2.833980560303,36,0.4169884026051,0.7403475046158,0,0.6245173811913,0.3214285671711,0,0.06756756454706,0.0001496090844739,0.9942085146904,0.6193771362305,25.61949920654,-0.002522521652281,695.208190918,7,5,0,3,0.904440164566,0.9671814441681,0.7915058135986,0.003500000108033,0.2271250039339,1036,0,0.9932432174683,0.1003886759281
387,189.9831237793,2414,25.5594997406,2.820388317108,36,0.4256756901741,0.7297297120094,0,0.5617761015892,0.3011583089828,0,0.07046332210302,0.0001496277545812,0.9942085146904,0.6180613040924,25.5594997406,-0.002522521652281,684.2107543945,4,12,0,6,0.9218146800995,0.9613899588585,0.7837837934494,0.0,0.2080000042915,1036,0,0.9932432174683,0.1006412357092
388,191.12159729,2250,25.83099937439,2.811650514603,36,0.4083011448383,0.7171814441681,0,0.4546332061291,0.2557915151119,0,0.07432432472706,0.0001471973082516,0.9942085146904,0.6191111207008,25.83099937439,-0.002522521652281,688.989074707,5,7,0,6,0.8967181444168,0.9720077514648,0.7760617733002,0.0,0.2046650052071,1036,0,0.9932432174683,0.1008974388242
389,189.7462615967,2071,26.26899909973,2.802912712097,36,0.4160231649876,0.7152509689331,0,0.4951737523079,0.2654440104961,0,0.07432432472706,0.0001521107478766,0.9942085146904,0.6190246343613,26.26899909973,-0.002522521652281,690.6063842773,11,7,0,3,0.9121621847153,0.9652509689331,0.7770270109177,0.0,0.2102349996567,1036,0,0.9932432174683,0.1011040061712
390,188.745300293,1942,26.40699958801,2.794946432114,36,0.4025096595287,0.7239382266998,0,0.4247104227543,0.2210424691439,0,0.08204632997513,0.0001482235675212,0.9942085146904,0.6235839128494,26.40699958801,-0.002522521652281,646.1780395508,9,10,0,5,0.8957529067993,0.9691119790077,0.7760617733002,0.001500000013039,0.207574993372,1036,0,0.9932432174683,0.101359307766
391,188.9876556396,1816,26.60600090027,2.7910592556,36,0.3947876393795,0.7142857313156,0,0.3918918967247,0.2413127422333,0,0.08301158249378,0.0001510897127446,0.9932432174683,0.6211453676224,26.60600090027,-0.002944392152131,658.0790405273,8,13,0,4,0.8957529067993,0.9662162065506,0.7770270109177,0.002499999944121,0.2041999995708,1036,0,0.9922779798508,0.101574011147
392,188.775100708,1676,26.46299934387,2.778425693512,36,0.4025096595287,0.7142857313156,0,0.3764478862286,0.2084942162037,0,0.07625482976437,0.0001460207131458,0.9932432174683,0.6276849508286,26.46299934387,-0.002944392152131,678.4156494141,3,8,0,2,0.9073359370232,0.9642857313156,0.7712355256081,0.06049999967217,0.2240999937057,1036,0,0.9922779798508,0.1018428578973
393,187.8594360352,1573,26.70450019836,2.770651102066,37,0.3957529067993,0.7162162065506,0,0.3571428656578,0.1949806958437,0,0.07818532735109,0.0001442947686883,0.9932432174683,0.6274634599686,26.70450019836,-0.002944392152131,672.6138305664,8,8,0,3,0.9034749269485,0.9642857313156,0.773166000843,0.04800000041723,0.2217600047588,1036,0,0.9922779798508,0.1020259708166
394,187.9761962891,1454,26.91799926758,2.760932922363,37,0.3789778351784,0.6972034573555,0,0.2950819730759,0.1706846803427,0,0.07425265014172,0.0001442912907805,0.9922854304314,0.6210454106331,26.91799926758,-0.003363385330886,750.7572021484,6,7,0,4,0.9103182554245,0.9672130942345,0.7743490934372,0.05900000035763,0.2063450068235,1037,0,0.9903568029404,0.1021790504456
395,187.2401580811,1345,26.7859992981,2.758017539978,37,0.3818707764149,0.7164898514748,0,0.3346190750599,0.1918997019529,0,0.08003856986761,0.0001411813282175,0.9922854304314,0.6148698925972,26.7859992981,-0.003363385330886,681.623840332,6,11,0,5,0.8948891162872,0.9672130942345,0.7656701803207,0.03200000151992,0.2082449942827,1037,0,0.9903568029404,0.1023377254605
396,187.0318756104,1241,27.09600067139,2.751214742661,37,0.3828350901604,0.7020250558853,0,0.2786885201931,0.1571841835976,0,0.08293153345585,0.0001431821438018,0.9922854304314,0.6067687273026,27.09600067139,-0.003363385330886,751.8760375977,14,4,0,2,0.9074252843857,0.9623914957047,0.7618129253387,0.02649999968708,0.2171600013971,1037,0,0.9903568029404,0.1025630682707
397,186.4831085205,1166,27.39800071716,2.739552974701,37,0.3731918931007,0.6952748298645,0,0.2536162137985,0.1427193880081,0,0.07232401520014,0.0001358201407129,0.9922854304314,0.6037735939026,27.39800071716,-0.003363385330886,724.7400512695,7,2,0,1,0.8939247727394,0.9623914957047,0.7560269832611,0.06449999660254,0.2285500019789,1037,0,0.9903568029404,0.1027550473809
398,186.0948638916,1095,27.75200080872,2.735665798187,37,0.3751205503941,0.705882370472,0,0.2420443594456,0.1417550742626,0,0.0752169713378,0.0001384814240737,0.9922854304314,0.6118721365929,27.75200080872,-0.003363385330886,723.6236572266,6,8,0,4,0.8919961452484,0.9643201828003,0.7637415528297,0.02400000020862,0.2145050019026,1037,0,0.9903568029404,0.1029947698116
399,185.3471374512,1021,27.67049980164,2.725947618484,37,0.3539054989815,0.6962391734123,0,0.2227579653263,0.1215043365955,0,0.06075216829777,0.0001319204893662,0.9922854304314,0.612144947052,27.67049980164,-0.003363385330886,678.8068237305,7,8,1,6,0.8968177437782,0.9537126421928,0.7569913268089,0.004999999888241,0.2025250047445,1037,0,0.9903568029404,0.1032002046704
400,185.864440918,1168,27.70000076294,2.716504812241,37,0.3693346083164,0.6991320848465,0,0.2054001837969,0.1118611395359,0,0.08486017584801,0.0001343310432276,0.9922854304314,0.5085616707802,27.70000076294,-0.003363385330886,720.5918579102,7,11,0,6,0.8919961452484,0.9556412696838,0.7531340122223,0.0,0.1931650042534,1037,0,0.9903568029404,0.1034183055162
401,186.1230163574,1506,27.70999908447,2.715257644653,37,0.3674059808254,0.7010607719421,0,0.3317261338234,0.1108968183398,0,0.07135969400406,0.0001306998747168,0.9932497739792,0.3638778328896,27.70999908447,-0.002941525075585,612.9889526367,11,5,0,2,0.8871745467186,0.9604628682137,0.7454195022583,0.0,0.188069999218,1037,0,0.9903568029404,0.103606633842
402,185.7519683838,1391,27.70549964905,2.711089611053,37,0.3596914112568,0.684667289257,0,0.4484088718891,0.1002893000841,0,0.08486017584801,0.0001337964349659,0.9922854304314,0.3702372312546,27.70549964905,-0.003363385330886,709.9821777344,12,10,0,6,0.8948891162872,0.9498553276062,0.7463837862015,0.0,0.1912800073624,1037,0,0.9903568029404,0.1038382425904
403,185.8543243408,1308,27.73999977112,2.704280138016,37,0.3567984700203,0.6894888877869,0,0.1764705777168,0.1031822562218,0,0.07810993492603,0.0001314670080319,0.9913211464882,0.3608562648296,27.73999977112,-0.003785629523918,617.6926879883,7,12,0,7,0.9064609408379,0.954676926136,0.7405979037285,0.0,0.1741449981928,1037,0,0.9903568029404,0.1040139719844
404,186.1509094238,1220,27.81749916077,2.697470903397,37,0.3539054989815,0.6721311211586,0,0.2632594108582,0.08389585465193,0,0.08100289106369,0.000129749183543,0.9913211464882,0.3565573692322,27.81749916077,-0.003785629523918,691.3984985352,9,6,0,3,0.8852459192276,0.9517840147018,0.7309547066689,0.0,0.1679649949074,1037,0,0.9884281754494,0.1042014360428
405,185.5691375732,1134,28.17700004578,2.689688682556,37,0.3510125279427,0.6721311211586,0,0.3558341264725,0.08293153345585,0,0.0752169713378,0.0001292456581723,0.9913211464882,0.3527336716652,28.17700004578,-0.003785629523918,634.416015625,3,8,0,4,0.8968177437782,0.9517840147018,0.7290260195732,0.03900000080466,0.1839500069618,1037,0,0.9874638319016,0.1043898016214
406,186.0623779297,1082,28.17449951172,2.677042722702,37,0.3461909294128,0.662487924099,0,0.1446480304003,0.0703953653574,0,0.07039537280798,0.0001259756245418,0.9913211464882,0.3493530452251,28.17449951172,-0.003785629523918,673.5205078125,11,4,0,2,0.8871745467186,0.9479267001152,0.7222757935524,0.0625,0.2133699953556,1037,0,0.9864994883537,0.1045601442456
407,185.2868499756,1010,28.22299957275,2.665369749069,37,0.3442623019218,0.6595950126648,0,0.2198649942875,0.07907425612211,0,0.06846673041582,0.000130420041387,0.9913211464882,0.3475247621536,28.22299957275,-0.003785629523918,641.0592651367,4,3,0,1,0.8948891162872,0.9517840147018,0.7213114500046,0.1829999983311,0.2083600014448,1037,0,0.9864994883537,0.1047430858016
408,185.6571960449,942,28.02899932861,2.659533023834,37,0.3510125279427,0.6702024936676,0,0.294117629528,0.06075216829777,0,0.07328832894564,0.0001257671247004,0.9913211464882,0.3619957566261,28.02899932861,-0.003785629523918,622.2947998047,2,5,0,1,0.8900675177574,0.950819671154,0.7126325964928,0.241500005126,0.2053599953651,1037,0,0.9845708608627,0.1049053370953
409,186.4004058838,903,28.10799980164,2.648490667343,37,0.3500482141972,0.6538090705872,0,0.1234329789877,0.06268081068993,0,0.06653808802366,0.0001287414634135,0.9913211464882,0.3521594703197,28.10799980164,-0.003785629523918,634.7086181641,11,3,0,1,0.8987463712692,0.9431051015854,0.7068466544151,0.1180000007153,0.2090850025415,1037,0,0.9836065769196,0.105090983212
410,185.9249420166,876,28.18300056458,2.636452198029,37,0.3481195867062,0.656702041626,0,0.1687560230494,0.06075217202306,0,0.08486017584801,0.0001219258847414,0.9903568029404,0.3504566252232,28.18300056458,-0.004208310972899,633.0863647461,7,6,0,2,0.8784956336021,0.9440694451332,0.7029893994331,0.1264999955893,0.2131550014019,1037,0,0.9836065769196,0.1053081601858
411,185.9753112793,852,28.67900085449,2.6328125,37,0.3510125279427,0.6460945010185,0,0.2507232427597,0.042430087924,0,0.06750240921974,0.0001215081065311,0.9893924593925,0.3532863855362,28.67900085449,-0.004631403833628,620.1522827148,4,3,2,2,0.8669238090515,0.9411764740944,0.6933462023735,0.2370000034571,0.2149949967861,1037,0,0.9836065769196,0.1054424569011
412,185.5983581543,809,28.93300056458,2.627201557159,37,0.3481195867062,0.6412729024887,0,0.1350048184395,0.05496624857187,0,0.0694310516119,0.0001208082976518,0.9874638319016,0.3411619365215,28.93300056458,-0.005478802602738,649.5084228516,6,8,0,5,0.8678881525993,0.9431051015854,0.6885246038437,0.02999999932945,0.2193049937487,1037,0,0.9826422333717,0.1056434288621
413,184.9630432129,780,29.24349975586,2.614481449127,37,0.3442623019218,0.654773414135,0,0.1581485122442,0.05785920843482,0,0.06364513188601,0.0001193006537505,0.9855352044106,0.3371794819832,29.24349975586,-0.006327857729048,560.3455810547,9,8,0,4,0.8871745467186,0.9363548755646,0.684667289257,0.5055000185966,0.2196899950504,1037,0,0.9826422333717,0.1057732105255
414,184.2601623535,768,29.56649971008,2.6013712883,37,0.3384763598442,0.6460945010185,0,0.2391514033079,0.05110896751285,0,0.06653808802366,0.0001208947287523,0.9855352044106,0.3294270932674,29.56649971008,-0.006327857729048,595.3302612305,2,3,0,1,0.8698167800903,0.9392478466034,0.6798456907272,0.1829999983311,0.2669099867344,1037,0,0.9826422333717,0.1059345155954
415,185.0080718994,767,29.88949966431,2.589215755463,37,0.3404050171375,0.6509160995483,0,0.1407907307148,0.04339440539479,0,0.0482160076499,0.0001153067714768,0.9845708608627,0.3116036653519,29.88949966431,-0.006753021851182,538.9219970703,2,7,0,6,0.8717454075813,0.9411764740944,0.6721311211586,0.7329999804497,0.2848699986935,1037,0,0.9816778898239,0.1060949414968
416,184.9047546387,806,29.62999916077,2.576055049896,37,0.3346191048622,0.6489874720573,0,0.1427193880081,0.04339440539479,0,0.06364513188601,0.0001180492035928,0.9836065769196,0.27171215415,29.62999916077,-0.007178576197475,549.2573242188,4,3,0,1,0.8717454075813,0.9382835030556,0.6634522676468,0.4194999933243,0.2759500145912,1037,0,0.9807136058807,0.1062517389655
417,184.1260223389,749,29.82449913025,2.568204164505,37,0.3326904475689,0.6422372460365,0,0.2487946003675,0.04050144553185,0,0.053037609905,0.0001138048537541,0.9826422333717,0.2803738415241,29.82449913025,-0.007604574318975,535.502746582,3,6,0,2,0.8707811236382,0.9392478466034,0.658630669117,0.00650000013411,0.2383950054646,1037,0,0.9787849783897,0.1064274907112
418,182.3079986572,714,29.86650085449,2.550539731979,37,0.3269045352936,0.6441658735275,0,0.1137897744775,0.031822565943,0,0.05689489096403,0.0001157608858193,0.9826422333717,0.2745098173618,29.86650085449,-0.007604574318975,552.8985595703,3,6,0,4,0.8640308380127,0.9324975609779,0.6557376980782,0.04650000110269,0.2127149999142,1037,0,0.9787849783897,0.1066032722592
419,182.4108276367,673,29.70700073242,2.541257381439,37,0.3124397397041,0.6364513039589,0,0.1321118623018,0.04050144553185,0,0.05400192737579,0.0001121611130657,0.9826422333717,0.2763744294643,29.70700073242,-0.007604574318975,522.4163208008,6,3,0,0,0.8688524365425,0.9373192191124,0.654773414135,0.2354999929667,0.219775006175,1037,0,0.9787849783897,0.1068042591214
420,181.6867523193,658,29.9344997406,2.531956672668,37,0.3114753961563,0.6335583329201,0,0.1986499577761,0.03953712806106,0,0.06268081068993,0.0001116375497077,0.9816778898239,0.2629179358482,29.9344997406,-0.008030991069973,549.930847168,2,8,0,5,0.8505303859711,0.9267116785049,0.6576663255692,0.2709999978542,0.2292149960995,1037,0,0.9749276638031,0.1070061326027
421,180.0693054199,676,30.08300018311,2.51130771637,38,0.3105110824108,0.6219865083694,0,0.1089681759477,0.03375120460987,0,0.05593056976795,0.0001123771362472,0.9807136058807,0.2396449744701,30.08300018311,-0.008457799442112,512.3387451172,8,3,0,2,0.8524590134621,0.9218900799751,0.654773414135,0.1825000047684,0.2810299992561,1037,0,0.9739633798599,0.1071737334132
422,178.8679962158,831,30.44549942017,2.49950838089,38,0.3034681975842,0.624277472496,0,0.1512524038553,0.03371869027615,0,0.06069364026189,0.000113982197945,0.9797688126564,0.2009626924992,30.44549942017,-0.008876388892531,519.1958618164,9,4,0,1,0.8631984591484,0.9248554706573,0.6396917104721,0.1420000046492,0.2627300024033,1038,0,0.9720616340637,0.1072568893433
423,178.2459716797,1045,30.24650001526,2.499015808105,38,0.3073217868805,0.5924855470657,0,0.2697494924068,0.04046242684126,0,0.05684007704258,0.0001129467709688,0.9797688126564,0.1464114785194,30.24650001526,-0.008876388892531,537.373840332,3,9,0,5,0.8709055781364,0.9238920807838,0.6348747611046,0.1159999966621,0.2381200045347,1038,0,0.9710982441902,0.1074000447989
424,177.6949462891,1067,30.27899932861,2.489655256271,38,0.3025048077106,0.6098265647888,0,0.2495183050632,0.02215799689293,0,0.04913294687867,0.0001153128469014,0.9788054227829,0.1283973753452,30.27899932861,-0.009303633123636,486.3371276855,7,4,0,2,0.8371868729591,0.9200385212898,0.6310212016106,0.2395000010729,0.2563599944115,1038,0,0.9701348543167,0.1075495257974
425,177.9215240479,1269,30.67250061035,2.479290008545,38,0.2976878583431,0.5751445293427,0,0.1724470108747,0.02408477850258,0,0.05491329357028,0.0001133593104896,0.9778420329094,0.1048069372773,30.67250061035,-0.009731298312545,502.6096496582,1,3,0,2,0.8314065337181,0.9248554706573,0.6213873028755,0.05299999937415,0.2414350062609,1038,0,0.9691714644432,0.1076737567782
426,177.0160064697,1177,30.62949943542,2.47035574913,38,0.2976878583431,0.5789980888367,0,0.3747591674328,0.03275530040264,0,0.04816955700517,0.0001165503708762,0.9768785834312,0.1045029759407,30.62949943542,-0.01015941239893,464.8946838379,3,0,0,0,0.8458574414253,0.9229286909103,0.6136801838875,0.03700000047684,0.2343849986792,1038,0,0.9691714644432,0.1077898740768
427,178.1653594971,1682,30.90049934387,2.45544552803,38,0.2870905697346,0.5587668418884,0,0.2186897844076,0.02601156011224,0,0.04046242684126,0.0001165237626992,0.9749518036842,0.06718192994595,30.90049934387,-0.01101685315371,455.574432373,5,2,0,0,0.8439306616783,0.9104046225548,0.6088631749153,0.0434999987483,0.2437500059605,1038,0,0.9682080745697,0.1079015433788
428,177.510635376,1698,30.98150062561,2.442021846771,38,0.2890173494816,0.5789980888367,0,0.5134874582291,0.02215799689293,0,0.03757225349545,0.000116729112051,0.9730250239372,0.06595995277166,30.98150062561,-0.01187599077821,407.0064697266,0,5,0,1,0.8477842211723,0.9104046225548,0.6001926660538,0.09049999713898,0.2389100044966,1038,0,0.9672446846962,0.1080168038607
