day,30-day Avg Infection Duration,Adult Vectors,Air Temperature,Avg Num Infections,Births,Blood Smear Gametocyte Prevalence,Blood Smear Parasite Prevalence,Campaign Cost,Daily Bites per Human,Daily EIR,Disease Deaths,Fever Prevalence,Human Infectious Reservoir,Infected,Infectious Vectors,Land Temperature,Log Prevalence,Mean Parasitemia,New Clinical Cases,New Infections,New Severe Cases,Newly Symptomatic,PCR Gametocyte Prevalence,PCR Parasite Prevalence,PfHRP2 Prevalence,Rainfall,Relative Humidity,Statistical Population,Symptomatic Population,True Prevalence,Variant Fraction-PfEMP1 Major
918,190.4254760742,85321,26.91049957275,2.856184005737,88,0.609375,0.8106617927551,0,17.25735282898,1.814338207245,0,0.1020220592618,0.0001932966843015,0.9568014740944,0.1185522899032,26.91049957275,-0.01917816512287,1770.847045898,7,16,0,9,0.8952205777168,0.9375,0.8676470518112,4.817999839783,0.7622249722481,1088,0,0.9522058963776,0.2224520742893
919,190.3643798828,86602,26.95800018311,2.854266643524,88,0.612132370472,0.8106617927551,0,18.76654434204,1.609375,0,0.09926470369101,0.0001933671592269,0.9586396813393,0.1183113530278,26.95800018311,-0.01834459789097,1694.615600586,6,10,0,7,0.8979779481888,0.9375,0.8694853186607,6.748000144958,0.7623199820518,1088,0,0.953125,0.2227647006512
920,188.7166595459,89991,26.71349906921,2.858101606369,88,0.6102941036224,0.799632370472,0,18.01654434204,1.922794103622,0,0.1020220592618,0.000191195300431,0.9586396813393,0.1131002008915,26.71349906921,-0.01834459789097,1742.884643555,9,10,0,4,0.9071691036224,0.9411764740944,0.8713235259056,5.192500114441,0.7714999914169,1088,0,0.953125,0.2231031656265
921,188.5042724609,83390,26.73699951172,2.857416152954,89,0.5955882072449,0.7858455777168,0,19.53400802612,1.834558844566,0,0.1020220592618,0.0001909515704028,0.9586396813393,0.119174964726,26.73699951172,-0.01834459789097,1722.609863281,12,15,0,9,0.90625,0.9448529481888,0.8713235259056,6.530000209808,0.7665749788284,1088,0,0.9540441036224,0.2234501838684
922,188.0056152344,85527,26.66550064087,2.860553979874,89,0.6033057570457,0.8071625232697,0,14.94949531555,1.675849437714,0,0.1092745661736,0.0001896301837405,0.95959597826,0.1168753728271,26.66550064087,-0.01791158132255,1513.77734375,15,25,0,11,0.90174472332,0.9403122067451,0.8696051239967,5.959499835968,0.772175014019,1089,0,0.9531680345535,0.2235332429409
923,189.9572601318,86859,26.95249938965,2.861773014069,89,0.5968778729439,0.7860422134399,0,18.86409568787,1.776859521866,0,0.1046831980348,0.0001891198917292,0.9614325165749,0.1152327358723,26.95249938965,-0.01708119548857,1576.733398438,10,15,0,9,0.9063360691071,0.9403122067451,0.873278260231,5.262499809265,0.766470015049,1089,0,0.9540863037109,0.2238344699144
924,190.8073730469,87092,26.84000015259,2.865586280823,89,0.5941230654716,0.7860422134399,0,20.04040336609,1.834710717201,0,0.1056014671922,0.0001866814127425,0.9632690548897,0.1146144270897,26.84000015259,-0.01625239290297,1498.193115234,5,17,0,9,0.9044995307922,0.9403122067451,0.873278260231,6.453000068665,0.7790650129318,1089,0,0.9550045728683,0.2240963131189
925,189.5322113037,86420,26.34950065613,2.869523763657,89,0.5886133909225,0.8016529083252,0,15.80808067322,1.693296670914,0,0.100091829896,0.000185886878171,0.9632690548897,0.1065262705088,26.34950065613,-0.01625239290297,1352.877441406,8,20,0,8,0.9035812616348,0.9430670142174,0.8723599910736,7.223499774933,0.8082399964333,1089,0,0.9568411111832,0.2244010269642
926,189.0056762695,88687,26.38800048828,2.871428489685,89,0.5876951217651,0.8016529083252,0,18.15518760681,1.738291978836,0,0.1019283756614,0.0001808982196962,0.9641873240471,0.1035326495767,26.38800048828,-0.01583858206868,1307.475219727,11,10,0,2,0.9118457436562,0.9449035525322,0.8677685856819,8.503999710083,0.8023300170898,1089,0,0.9568411111832,0.224637106061
927,188.1040496826,89846,26.23200035095,2.878211259842,89,0.5720844864845,0.8044077157974,0,20.96327018738,1.844811797142,0,0.1046831980348,0.000180472197826,0.9641873240471,0.1025755181909,26.23200035095,-0.01583858206868,1250.9375,7,21,0,12,0.9008264541626,0.9458218812943,0.8659320473671,9.904500007629,0.804014980793,1089,0,0.9568411111832,0.2249091416597
928,190.2684326172,94400,26.17000007629,2.881178617477,89,0.5812672376633,0.7878788113594,0,17.18090057373,1.769513249397,0,0.09550046175718,0.0001727851922624,0.9651055932045,0.09789194911718,26.17000007629,-0.01542516704649,1298.133911133,9,9,1,4,0.9155188202858,0.9430670142174,0.8686868548393,7.137000083923,0.8042799830437,1089,0,0.9586777091026,0.225181221962
929,191.87059021,97227,26.23150062561,2.881291627884,89,0.5684114098549,0.8016529083252,0,20.67401313782,1.737373709679,0,0.09550046175718,0.0001757996215019,0.9660238623619,0.09523075073957,26.23150062561,-0.01501214504242,1242.688476562,7,19,0,9,0.9100092053413,0.9458218812943,0.8714416623116,7.744999885559,0.8039349913597,1089,0,0.95959597826,0.2254953831434
930,192.5516204834,99957,26.07399940491,2.876660346985,89,0.5619834661484,0.8016529083252,0,22.33241462708,1.854912757874,0,0.0863177254796,0.000168383543496,0.9669421315193,0.09324008971453,26.07399940491,-0.0145995169878,1195.216308594,6,11,0,5,0.9127640128136,0.9467401504517,0.8677685856819,10.21049976349,0.8150699734688,1089,0,0.9614325165749,0.2257691472769
931,192.8411712646,102984,25.9314994812,2.874053001404,89,0.5546372532845,0.8025711774826,0,19.58585929871,1.771349787712,0,0.1028466448188,0.0001711154181976,0.9678604006767,0.0901887640357,25.9314994812,-0.01418727915734,1186.242553711,13,15,0,7,0.9127640128136,0.9531680345535,0.8659320473671,7.232999801636,0.8174899816513,1089,0,0.9623507857323,0.2260951548815
932,192.2261962891,106596,26.00950050354,2.878787994385,90,0.5601469278336,0.8053259849548,0,22.30853843689,1.736455440521,0,0.0918273627758,0.000161812917213,0.9696969985962,0.08819280564785,26.00950050354,-0.01336394902319,1131.362060547,13,11,0,7,0.9063360691071,0.9485766887665,0.8631772398949,5.784999847412,0.8119649887085,1089,0,0.9623507857323,0.2263911664486
933,192.3192749023,108010,26.05900001526,2.88720369339,90,0.5486238598824,0.7981651425362,0,24.23119354248,1.860550522804,0,0.09357798099518,0.0001648297475185,0.9688073396683,0.08496435731649,26.05900001526,-0.01376257929951,1165.196044922,13,17,0,6,0.9064220190048,0.9495412707329,0.8623853325844,8.027500152588,0.8159250020981,1090,0,0.9614678621292,0.2264286279678
934,192.367477417,100352,26.01549911499,2.890047311783,90,0.5513761639595,0.7963302731514,0,20.99633026123,1.74036693573,0,0.09908256679773,0.0001569906162331,0.9678899049759,0.09185666590929,26.01549911499,-0.01417404040694,1134.404418945,13,16,0,10,0.9119266271591,0.9559633135796,0.8633027672768,7.738999843597,0.8220099806786,1090,0,0.9623852968216,0.2267296612263
935,191.8519592285,103139,25.97850036621,2.886471033096,90,0.5376147031784,0.7944954037666,0,18.06605529785,1.777981638908,0,0.1027522906661,0.0001567663712194,0.9678899049759,0.08989810198545,25.97850036621,-0.01417404040694,1110.150024414,8,13,0,4,0.9201834797859,0.9568807482719,0.8559632897377,6.818500041962,0.8217650055885,1090,0,0.9642201662064,0.2269525527954
936,191.0363616943,104276,25.94949913025,2.887523651123,90,0.5229358077049,0.7972477078438,0,24.80825805664,1.869724750519,0,0.09449541568756,0.0001530421868665,0.9697247743607,0.08772871643305,25.94949913025,-0.01335150934756,1056.852905273,7,18,0,8,0.9165137410164,0.9559633135796,0.8550458550453,9.0609998703,0.8217750191689,1090,0,0.9651376008987,0.2272500395775
937,188.946105957,105313,26.19300079346,2.885633230209,90,0.5229358077049,0.8055045604706,0,21.95596313477,1.599082589149,0,0.09908256679773,0.0001510683650849,0.970642209053,0.08624766021967,26.19300079346,-0.0129408268258,995.2990722656,7,12,0,7,0.909174323082,0.9550458788872,0.8568807244301,8.674500465393,0.8142700195312,1090,0,0.9660550355911,0.2274652421474
938,187.8108062744,107300,26.13349914551,2.885633230209,90,0.5064220428467,0.8018348813057,0,19.2165145874,1.733027458191,0,0.08532109856606,0.0001509189896751,0.970642209053,0.0859739035368,26.13349914551,-0.0129408268258,966.4606323242,6,14,0,6,0.9064220190048,0.9504587054253,0.8541284203529,5.671500205994,0.8159350156784,1090,0,0.9678899049759,0.227702781558
939,188.1976013184,109543,25.87750053406,2.890462636948,90,0.5045871734619,0.8027523159981,0,25.42568778992,1.864220142365,0,0.08715596050024,0.000145394296851,0.970642209053,0.08304501324892,25.87750053406,-0.0129408268258,928.9686279297,10,14,0,8,0.9073394536972,0.95229357481,0.8513761758804,7.462500095367,0.8354750275612,1090,0,0.9678899049759,0.227940261364
940,186.3134307861,111594,25.91449928284,2.892351388931,90,0.5036697387695,0.8045871853828,0,23.52844047546,1.573394417763,0,0.08348623663187,0.0001476123434259,0.9715596437454,0.08334677666426,25.91449928284,-0.01253053359687,899.0650024414,7,15,0,6,0.8990825414658,0.9577981829643,0.8577981591225,5.235000133514,0.824355006218,1090,0,0.9678899049759,0.2281752824783
941,186.4207305908,112661,25.8985004425,2.89518404007,90,0.5073394775391,0.7926605343819,0,21.19724845886,1.829357743263,0,0.08440367132425,0.0001395514700562,0.9715596437454,0.08387995511293,25.8985004425,-0.01253053359687,924.6892700195,10,12,0,9,0.9146788716316,0.9541284441948,0.861467897892,6.56500005722,0.8235350251198,1090,0,0.9678899049759,0.2284513711929
942,185.1829223633,115485,25.8985004425,2.892452716827,90,0.4935779869556,0.7935779690742,0,25.24770736694,1.935779809952,0,0.08623853325844,0.000142557095387,0.9715596437454,0.08285059034824,25.8985004425,-0.01253053359687,901.5872192383,7,16,0,9,0.9165137410164,0.9504587054253,0.8568807244301,7.032499790192,0.8304399847984,1090,0,0.9697247743607,0.2287127673626
943,183.7453460693,119078,26.02199935913,2.896324157715,90,0.4871559739113,0.7880734205246,0,25.29541397095,1.728440403938,0,0.08899082243443,0.0001371478720102,0.9724770784378,0.08205545693636,26.02199935913,-0.01212062686682,903.2688598633,8,12,0,5,0.9211009144783,0.9550458788872,0.8550458550453,6.133500099182,0.8289600014687,1090,0,0.970642209053,0.2289477437735
944,184.0310516357,124404,25.89450073242,2.896421909332,90,0.4889908134937,0.7862385511398,0,23.82110214233,1.886238574982,0,0.08807339519262,0.0001407592790201,0.9733945131302,0.08060029894114,25.89450073242,-0.01171110570431,871.55078125,11,13,0,7,0.9027522802353,0.9568807482719,0.8550458550453,7.061999797821,0.8327699899673,1090,0,0.970642209053,0.2291878461838
945,182.467086792,130145,25.88150024414,2.895480155945,90,0.4688073396683,0.7853211164474,0,28.19265937805,2.155045747757,0,0.07798165082932,0.0001416926825186,0.9743119478226,0.07740596681833,25.88150024414,-0.01130197197199,835.3413085938,6,7,0,3,0.9036697149277,0.9513761401176,0.8513761758804,6.751999855042,0.8288450241089,1090,0,0.9697247743607,0.2293826192617
946,182.5379943848,133591,25.67149925232,2.891713857651,90,0.476146787405,0.7853211164474,0,28.91100883484,1.823853254318,0,0.07522935420275,0.0001417961757397,0.9743119478226,0.07513231039047,25.67149925232,-0.01130197197199,840.9838256836,7,14,0,7,0.9036697149277,0.9614678621292,0.8458715677261,6.683000087738,0.8460649847984,1090,0,0.970642209053,0.2296450585127
947,182.5914611816,137655,25.83049964905,2.90122294426,90,0.4651376008987,0.7871559858322,0,26.33853149414,1.854128360748,0,0.08073394745588,0.0001419602922397,0.9743119478226,0.07485380023718,25.83049964905,-0.01130197197199,824.1940917969,6,22,0,9,0.9220183491707,0.9605504870415,0.8440366983414,7.291500091553,0.8378750085831,1090,0,0.970642209053,0.2298945784569
948,182.3495483398,144128,25.65349960327,2.903104305267,90,0.4532110095024,0.7880734205246,0,30.3559627533,2.144036531448,0,0.07706422358751,0.0001390372926835,0.975229382515,0.07210257649422,25.65349960327,-0.01089322287589,835.5891113281,6,13,0,6,0.9220183491707,0.9605504870415,0.8440366983414,8.780500411987,0.8486350178719,1090,0,0.970642209053,0.2301337569952
949,182.351852417,147062,25.39150047302,2.90404510498,90,0.4532110095024,0.7944954037666,0,32.55596160889,1.855045795441,0,0.07522935420275,0.0001403374772053,0.975229382515,0.07063007354736,25.39150047302,-0.01089322287589,788.4197387695,8,8,0,1,0.9100917577744,0.9577981829643,0.8440366983414,11.0579996109,0.8551650047302,1090,0,0.9715596437454,0.2303318530321
950,182.1890258789,147252,25.62249946594,2.910546064377,90,0.4422018229961,0.7871559858322,0,28.99357795715,1.895412802696,0,0.0788990855217,0.0001372759434162,0.975229382515,0.06491592526436,25.62249946594,-0.01089322287589,821.5795898438,9,14,0,6,0.9082568883896,0.9587156176567,0.8394495248795,6.807499885559,0.8362249732018,1090,0,0.970642209053,0.2305634021759
951,180.9698791504,151786,25.72100067139,2.912429332733,90,0.4449541270733,0.7963302731514,0,30.44128417969,1.728440403938,0,0.06697247922421,0.0001395226863679,0.9743119478226,0.06430105865002,25.72100067139,-0.01130197197199,766.5219726562,7,16,0,7,0.9119266271591,0.9568807482719,0.8412843942642,7.895500183105,0.8430749773979,1090,0,0.9715596437454,0.2307880371809
952,179.69090271,155171,25.75799942017,2.913371086121,90,0.4220183491707,0.7761467695236,0,35.02752304077,1.495412826538,0,0.07064220309258,0.0001343443000223,0.9743119478226,0.06410346925259,25.75799942017,-0.01130197197199,810.6237182617,12,15,0,5,0.9064220190048,0.9532110095024,0.8339449763298,8.864999771118,0.8482199907303,1090,0,0.9715596437454,0.231001496315
953,177.2228851318,158242,25.7590007782,2.914312601089,90,0.4293577969074,0.7807339429855,0,31.49816513062,1.472477078438,0,0.06146788969636,0.0001354880660074,0.9743119478226,0.06285309791565,25.7590007782,-0.01130197197199,772.9406738281,6,11,0,4,0.9073394536972,0.9559633135796,0.8311926722527,8.08749961853,0.8386350274086,1090,0,0.9715596437454,0.2312492132187
954,177.1736602783,163555,25.68849945068,2.914312601089,90,0.4256880879402,0.7688073515892,0,32.31284332275,1.757798194885,0,0.06422018259764,0.0001355641288683,0.9743119478226,0.06136162206531,25.68849945068,-0.01130197197199,791.6141967773,11,15,0,7,0.9027522802353,0.9568807482719,0.8229357600212,7.47100019455,0.8415349721909,1090,0,0.9724770784378,0.2314962595701
955,177.316116333,167307,25.49950027466,2.915254354477,90,0.4165137708187,0.7779816389084,0,37.22385406494,1.51926612854,0,0.06238532066345,0.0001384669303661,0.9743119478226,0.06113312765956,25.49950027466,-0.01130197197199,720.6612548828,7,9,0,3,0.9073394536972,0.9587156176567,0.8238531947136,8.086500167847,0.8492050170898,1090,0,0.9733945131302,0.2317166179419
956,178.2153320312,168763,25.76749992371,2.911487817764,90,0.4155963361263,0.758715569973,0,34.17064285278,1.463302731514,0,0.06605504453182,0.0001364475028822,0.9743119478226,0.06138786301017,25.76749992371,-0.01130197197199,743.3120117188,5,14,0,7,0.9073394536972,0.9577981829643,0.8275229334831,8.163499832153,0.8469750285149,1090,0,0.9733945131302,0.2318941056728
957,179.5731048584,172667,25.8125,2.907808065414,90,0.4119265973568,0.770642220974,0,33.76605606079,1.793578028679,0,0.06513761729002,0.0001372468104819,0.9743119478226,0.06207323819399,25.8125,-0.01130197197199,682.3786621094,11,13,0,9,0.9055045843124,0.95229357481,0.8183486461639,9.678999900818,0.8518549799919,1090,0,0.9724770784378,0.2321323603392
958,178.8130340576,174164,25.5030002594,2.909774541855,90,0.4155963361263,0.7651376128197,0,39.0,1.661467909813,0,0.07064220309258,0.000134506757604,0.975229382515,0.06416366249323,25.5030002594,-0.01089322287589,652.2769165039,6,19,0,7,0.9036697149277,0.9596330523491,0.8110091686249,8.219499588013,0.8606349825859,1090,0,0.9724770784378,0.2323475182056
959,177.6167144775,177286,25.56399917603,2.919096946716,90,0.4036697149277,0.7642201781273,0,35.67064285278,1.564220190048,0,0.07064220309258,0.0001364611962344,0.9761468172073,0.06467515975237,25.56399917603,-0.0104848574847,648.0911865234,8,17,0,11,0.8972477316856,0.9550458788872,0.8091742992401,8.854499816895,0.8435350060463,1090,0,0.9724770784378,0.2325592637062
960,177.7649993896,164596,25.6905002594,2.920978307724,90,0.4055045843124,0.7440366744995,0,36.06605529785,1.928440332413,0,0.06697247922421,0.0001314135879511,0.975229382515,0.07109528779984,25.6905002594,-0.01089322287589,656.8153686523,9,18,0,9,0.9027522802353,0.9550458788872,0.8000000119209,9.384499549866,0.8464599847794,1090,0,0.9733945131302,0.232757344842
961,176.3250732422,168102,25.67700004578,2.915413618088,90,0.4165137708187,0.7550458908081,0,31.62752342224,1.896330237389,0,0.0798165127635,0.0001318259892287,0.975229382515,0.07284862548113,25.67700004578,-0.01089322287589,623.1143798828,10,12,0,5,0.9027522802353,0.9532110095024,0.8036697506905,9.682499885559,0.8537449836731,1090,0,0.9733945131302,0.2329725325108
962,175.4215240479,170103,25.54299926758,2.917293310165,91,0.4055045843124,0.7376146912575,0,37.18715667725,1.744036793709,0,0.06788990646601,0.000127085542772,0.9761468172073,0.07311452180147,25.54299926758,-0.0104848574847,633.1811523438,7,15,0,9,0.9082568883896,0.9596330523491,0.8000000119209,7.753499984741,0.8545349836349,1090,0,0.9724770784378,0.2331928610802
963,175.4535980225,172778,25.43400001526,2.917293310165,92,0.417048573494,0.7314390540123,0,37.1833190918,2.163153171539,0,0.06691109389067,0.0001270222855965,0.9752520918846,0.07341790944338,25.43400001526,-0.01088310964406,650.3920288086,5,12,0,8,0.9065077900887,0.9541704654694,0.7928506135941,9.699999809265,0.8590250015259,1091,0,0.9715856909752,0.2331898659468
964,174.2389831543,175550,25.52599906921,2.920187711716,93,0.4111721515656,0.7316849827766,0,33.63095092773,2.087912082672,0,0.0595238097012,0.0001231190399267,0.9743589758873,0.07449159771204,25.52599906921,-0.01128100976348,618.5102539062,8,21,0,9,0.9056776762009,0.9514651894569,0.7912088036537,8.407999992371,0.850839972496,1092,0,0.971611738205,0.2331903278828
965,173.9282836914,178813,25.54750061035,2.918309926987,93,0.4053064882755,0.7209514975548,0,38.2049407959,1.816102385521,0,0.05672461166978,0.0001219683254021,0.9743824601173,0.07501132786274,25.54750061035,-0.01127054262906,653.815246582,4,12,0,4,0.9057639241219,0.9606587290764,0.788655102253,7.584000110626,0.8526600003242,1093,0,0.9716376662254,0.2332035303116
966,174.4286651611,181344,25.6609992981,2.926829338074,93,0.4080512225628,0.7191216945648,0,38.90759277344,2.186642408371,0,0.06312900036573,0.0001201271661557,0.9743824601173,0.07483015954494,25.6609992981,-0.01127054262906,628.407409668,9,28,0,12,0.886550784111,0.9469350576401,0.7895699739456,9.935000419617,0.8437200188637,1093,0,0.9716376662254,0.2334266901016
967,174.9186859131,184887,25.38949966431,2.924015045166,93,0.3952424526215,0.7172918319702,0,35.66239929199,2.196706295013,0,0.06770356744528,0.000117081013741,0.97529733181,0.07555966824293,25.38949966431,-0.01086296420544,654.0213623047,13,15,0,7,0.9103385210037,0.9551692605019,0.7849954366684,13.23900032043,0.8589550256729,1093,0,0.9716376662254,0.2336378544569
968,174.67137146,191065,25.52700042725,2.925891160965,93,0.3961573541164,0.7227813601494,0,40.1738319397,2.020128011703,0,0.07593778520823,0.000115969342005,0.97529733181,0.07503205537796,25.52700042725,-0.01086296420544,603.8634033203,6,16,0,9,0.8947849869728,0.9524245262146,0.7859103679657,10.13799953461,0.8497599959373,1093,0,0.9725525975227,0.2338516563177
969,172.9467163086,192647,25.6515007019,2.928705453873,93,0.3924977183342,0.7273558974266,0,42.17017364502,2.225068569183,0,0.07136321812868,0.0001118916552514,0.97529733181,0.07572918385267,25.6515007019,-0.01086296420544,611.3580322266,6,17,0,8,0.8975297212601,0.9515095949173,0.7795059680939,12.23050022125,0.85367000103,1093,0,0.9725525975227,0.2340619266033
970,174.0993347168,195731,25.33499908447,2.925093650818,93,0.3851784169674,0.7273558974266,0,37.41719818115,2.410796165466,0,0.06861848384142,0.0001129844895331,0.97529733181,0.07666644454002,25.33499908447,-0.01086296420544,566.013671875,9,15,0,7,0.8984446525574,0.9469350576401,0.773101568222,8.682999610901,0.8621150255203,1093,0,0.9725525975227,0.2342270165682
971,172.9573516846,200006,25.28050041199,2.928838968277,93,0.3870082199574,0.7264409661293,0,41.62030792236,2.230557918549,0,0.06312900036573,0.00010844735516,0.9771271944046,0.07643270492554,25.28050041199,-0.01004889979959,595.5318603516,10,14,0,8,0.8892955183983,0.9505947232246,0.7657822370529,9.318499565125,0.8626499772072,1093,0,0.97346752882,0.2344707101583
972,171.5372009277,203163,25.42749977112,2.926099061966,93,0.3787740170956,0.7063128948212,0,44.39615631104,2.412625789642,0,0.05763952434063,0.0001102336900658,0.9771271944046,0.07679055631161,25.42749977112,-0.01004889979959,598.2325439453,4,18,0,7,0.886550784111,0.9606587290764,0.763952434063,9.062000274658,0.8630549907684,1093,0,0.97346752882,0.2346323430538
973,171.5159912109,205833,25.08049964905,2.922357320786,93,0.3677950501442,0.712717294693,0,40.33760452271,2.614821434021,0,0.06312900036573,0.0001061600196408,0.9780420660973,0.07509485632181,25.08049964905,-0.00964246597141,635.8057861328,13,9,0,3,0.8838060498238,0.9533394575119,0.7612076997757,14.44499969482,0.8753499984741,1093,0,0.9743824601173,0.2349179536104
974,170.383972168,209141,25.37350082397,2.928905487061,93,0.3659652471542,0.7090576291084,0,43.22506713867,2.31838965416,0,0.06587374210358,0.0001065967444447,0.9780420660973,0.07477730512619,25.37350082397,-0.00964246597141,608.0556640625,5,16,1,11,0.8966148495674,0.9460201263428,0.7593778371811,12.11800003052,0.8549450039864,1093,0,0.9743824601173,0.2351059913635
975,169.1706542969,211895,25.50650024414,2.929841041565,93,0.3540713489056,0.712717294693,0,45.89935684204,2.51601099968,0,0.06770356744528,0.0001048422564054,0.9780420660973,0.07449444383383,25.50650024414,-0.00964246597141,653.4920043945,5,16,0,10,0.888380587101,0.9524245262146,0.7630375027657,9.831500053406,0.8566300272942,1093,0,0.9743824601173,0.2353385835886
976,167.8211669922,216814,25.55750083923,2.921495437622,93,0.3604757487774,0.7053979635239,0,42.63586425781,2.497712612152,0,0.05855443701148,0.0001026275422191,0.9780420660973,0.0717389062047,25.55750083923,-0.00964246597141,649.8380737305,9,19,0,9,0.8828911185265,0.9515095949173,0.7566331028938,7.846500396729,0.8532050251961,1093,0,0.97529733181,0.2355832010508
977,167.02784729,216627,25.7560005188,2.921495437622,93,0.3549862802029,0.7264409661293,0,46.21408843994,2.437328577042,0,0.07044830918312,0.0001028454935295,0.9789569973946,0.07217475026846,25.7560005188,-0.009236385114491,642.8567504883,9,27,0,12,0.8728270530701,0.9615736603737,0.7566331028938,6.919000148773,0.8416150212288,1093,0,0.9771271944046,0.2357926815748
978,166.4613037109,220220,25.39749908447,2.928972005844,93,0.3449222445488,0.7090576291084,0,45.90850830078,2.504117012024,0,0.06404391676188,0.0001005543308565,0.9789569973946,0.07144219428301,25.39749908447,-0.009236385114491,643.2642211914,12,17,0,11,0.8938700556755,0.9560841917992,0.7593778371811,8.869500160217,0.8583999872208,1093,0,0.9771271944046,0.2360012531281
979,166.759979248,224006,25.25149917603,2.924510717392,93,0.3403476774693,0.7209514975548,0,45.34949874878,2.485818862915,0,0.07044830918312,0.0001049056591,0.9789569973946,0.07020347565413,25.25149917603,-0.009236385114491,646.3712768555,12,17,0,8,0.8966148495674,0.9505947232246,0.750228703022,10.67450046539,0.8689950108528,1093,0,0.9780420660973,0.2362313270569
980,166.7998809814,227830,25.56949996948,2.925442695618,93,0.3403476774693,0.6989936232567,0,47.84080505371,2.458371400833,0,0.06404391676188,0.0001029178311001,0.9817017316818,0.0697493776679,25.56949996948,-0.008020442910492,657.7386474609,9,16,0,10,0.8847209811211,0.9542543292046,0.750228703022,7.150000095367,0.847914993763,1093,0,0.9780420660973,0.236400693655
981,165.551940918,230334,25.53750038147,2.923578739166,93,0.3330283761024,0.7182067632675,0,48.09880828857,2.626715660095,0,0.07136321812868,0.0001063714589691,0.9817017316818,0.06913438439369,25.53750038147,-0.008020442910492,657.8748168945,8,19,0,6,0.8856358528137,0.9515095949173,0.7511436343193,7.728000164032,0.8534150123596,1093,0,0.9780420660973,0.2366528660059
982,165.6854095459,235033,25.66850090027,2.915270090103,93,0.3311985433102,0.7017383575439,0,47.03293991089,2.458371400833,0,0.06495882570744,0.0001042276708176,0.9817017316818,0.06825424730778,25.66850090027,-0.008020442910492,671.5159301758,13,19,0,5,0.8856358528137,0.9597437977791,0.7419945001602,6.1234998703,0.8419899940491,1093,0,0.9780420660973,0.2368384301662
983,164.5705718994,237738,25.97400093079,2.920856714249,93,0.3330283761024,0.6944190263748,0,50.56450271606,2.594693422318,0,0.07593778520823,0.0001045983372023,0.9826166629791,0.06804549694061,25.97400093079,-0.007615875918418,732.0323486328,11,24,0,10,0.8774016499519,0.9588289260864,0.7438243627548,5.434500217438,0.8299300074577,1093,0,0.9789569973946,0.2370924055576
984,162.8313598633,240490,25.96899986267,2.923649787903,93,0.3247941434383,0.6870997548103,0,50.0311050415,2.725525856018,0,0.08417200297117,0.0001032462532748,0.9826166629791,0.06836459040642,25.96899986267,-0.007615875918418,711.8449707031,10,25,0,13,0.8838060498238,0.9515095949173,0.7447392344475,5.208000183105,0.8425650000572,1093,0,0.9789569973946,0.2373411506414
985,162.8211212158,245450,25.57950019836,2.926443099976,93,0.3211344778538,0.688014626503,0,48.68801498413,2.523330450058,0,0.08691674470901,0.0001027771577355,0.9826166629791,0.06678753346205,25.57950019836,-0.007615875918418,741.5780029297,15,18,0,7,0.8947849869728,0.9579139947891,0.739249765873,5.75400018692,0.8617399930954,1093,0,0.9771271944046,0.2375507056713
986,161.4274291992,252322,25.57600021362,2.924581050873,93,0.3247941434383,0.6816102266312,0,53.17017364502,2.677035570145,0,0.07868252694607,0.0001035852037603,0.9826166629791,0.06446524709463,25.57600021362,-0.007615875918418,733.7766113281,8,17,0,11,0.8774016499519,0.9579139947891,0.7337602972984,6.557499885559,0.8576599955559,1093,0,0.9798719286919,0.2377644330263
987,159.3425750732,255931,25.74900054932,2.923649787903,94,0.3366880118847,0.7063128948212,0,54.17200469971,2.712717294693,0,0.07593778520823,0.0001012741413433,0.9826166629791,0.06331393867731,25.74900054932,-0.007615875918418,693.378112793,4,19,0,8,0.8673375844955,0.9542543292046,0.7310155630112,4.946499824524,0.8430799841881,1093,0,0.9798719286919,0.2379765212536
988,157.6885528564,262144,25.77199935913,2.926511526108,94,0.3244972527027,0.6800731420517,0,51.5612449646,2.510968923569,0,0.06581352651119,0.0001019023184199,0.981718480587,0.06105422973633,25.77199935913,-0.008013034239411,738.5661010742,8,18,0,12,0.8775137066841,0.9634369015694,0.7248628735542,7.537499904633,0.8431249856949,1094,0,0.9789762496948,0.23797942698
989,157.0408935547,265277,25.73749923706,2.927374362946,94,0.3272394835949,0.6928701996803,0,56.36288833618,2.606032848358,0,0.07861060649157,0.000102827027149,0.9826325178146,0.06071012467146,25.73749923706,-0.007608868181705,754.7111816406,7,15,0,9,0.8866544961929,0.9552102088928,0.7202925086021,7.827999591827,0.8494449853897,1094,0,0.9798902869225,0.2381793409586
990,154.4813232422,268996,25.80500030518,2.927374362946,94,0.3281535506248,0.6910420656204,0,56.11334609985,2.680073261261,0,0.06581352651119,0.0001029618288158,0.981718480587,0.05980014428496,25.80500030518,-0.008013034239411,726.1351318359,9,15,0,4,0.8839122653008,0.9616087675095,0.7202925086021,5.610499858856,0.8517749905586,1094,0,0.9789762496948,0.238386169076
991,154.7731933594,272870,25.76399993896,2.923720836639,94,0.3345521092415,0.6855576038361,0,54.65539550781,2.53107881546,0,0.07221206277609,0.0001036141620716,0.981718480587,0.06012753397226,25.76399993896,-0.008013034239411,805.6865234375,12,17,0,9,0.8829981684685,0.9616087675095,0.7184643745422,5.747000217438,0.8482750058174,1094,0,0.9789762496948,0.2386740744114
